Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
ELMO2	1.044	0.062	3.169E-01	Transcribed locus
TRIB1	0.968	-0.046	3.169E-01	Transcribed locus
SYCE2	1.033	0.047	3.169E-01	
4930428D18RIK	1.051	0.071	3.171E-01	RIKEN cDNA 4930428D18 gene
AMDHD2	1.141	0.19	3.171E-01	Amidohydrolase domain containing 2
GMPR	0.939	-0.091	3.171E-01	Guanosine monophosphate reductase
REG4	0.969	-0.046	3.171E-01	Regenerating islet-derived family, member 4
4931432M23RIK	0.953	-0.069	3.171E-01	
LOC100047151	0.96	-0.058	3.171E-01	
TSSC4	0.919	-0.121	3.171E-01	
TAS2R140	1.032	0.045	3.171E-01	Taste receptor, type 2, member 140
HELZ	0.901	-0.15	3.171E-01	Helicase with zinc finger domain
1110012L19RIK	0.933	-0.101	3.171E-01	RIKEN cDNA 1110012L19 gene
IL17A	0.967	-0.049	3.171E-01	Interleukin 17A
SOCS3	1.396	0.481	3.171E-01	Suppressor of cytokine signaling 3
ATP11C	0.87	-0.201	3.171E-01	Atpase, class VI, type 11C
D5WSU178E	1.175	0.233	3.171E-01	
PTPLB	1.107	0.147	3.173E-01	Protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b
PPP1R14D	1.02	0.029	3.173E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 14D
GADD45G	0.733	-0.447	3.183E-01	
GPM6A	1.731	0.791	3.183E-01	Glycoprotein m6a
HGF	1.029	0.042	3.185E-01	
DNAJC7	0.894	-0.161	3.192E-01	DnaJ (Hsp40) homolog, subfamily C, member 7
SLC27A1	0.928	-0.108	3.192E-01	
LOC237877	1.119	0.163	3.193E-01	
FTO	0.859	-0.219	3.193E-01	
EG333669	0.974	-0.037	3.193E-01	
BC023882	0.87	-0.201	3.193E-01	
LY75	1.038	0.054	3.193E-01	Lymphocyte antigen 75
PODN	0.964	-0.054	3.193E-01	
IGSF4A	1.143	0.193	3.193E-01	
Cyb5	0.894	-0.162	3.193E-01	
XPO1	0.957	-0.063	3.193E-01	
V1RC10	1.049	0.07	3.193E-01	
IL8RA	1.026	0.037	3.197E-01	
ZFP770	0.844	-0.245	3.199E-01	Zinc finger protein 770
PPP2R5E	0.879	-0.187	3.199E-01	Protein phosphatase 2, regulatory subunit B (B56), epsilon isoform
MBC2	1.143	0.193	3.199E-01	
TACC1	0.913	-0.132	3.201E-01	Transforming, acidic coiled-coil containing protein 1
SHISA4	1.096	0.132	3.203E-01	Transcribed locus
A130090K04RIK	1.079	0.11	3.212E-01	
CDCA7	0.839	-0.253	3.212E-01	
KRT7	0.908	-0.14	3.212E-01	Keratin 7
THSD1	0.913	-0.131	3.214E-01	Thrombospondin, type I, domain 1
PSG22	1.02	0.029	3.216E-01	CDNA sequence BC050099
FSTL5	1.102	0.14	3.216E-01	Follistatin-like 5
TXNRD3	1.021	0.03	3.216E-01	Thioredoxin reductase 3
SLC25A15	0.953	-0.07	3.216E-01	Transcribed locus
SEC14L4	0.975	-0.036	3.217E-01	
2510039O18RIK	1.1	0.137	3.218E-01	RIKEN cDNA 2510039O18 gene
MYOD1	0.974	-0.038	3.218E-01	Myogenic differentiation 1
ATP2B4	0.931	-0.102	3.218E-01	ATPase, Ca++ transporting, plasma membrane 4
OLFR1023	0.915	-0.129	3.218E-01	Olfactory receptor 1023
RTN4RL1	0.918	-0.124	3.218E-01	
AP4S1	0.839	-0.253	3.218E-01	Adaptor-related protein complex AP-4, sigma 1
OLFR1298	0.971	-0.042	3.219E-01	Olfactory receptor 1298
LOC100044177	1.254	0.327	3.219E-01	
BAT3	1.203	0.266	3.219E-01	
IFNA7	0.981	-0.028	3.221E-01	Interferon alpha 7
ASB8	0.961	-0.057	3.222E-01	Ankyrin repeat and SOCS box-containing protein 8
2610036D13RIK	0.881	-0.183	3.222E-01	
OLFM3	0.876	-0.191	3.229E-01	Transcribed locus
PLCB1	0.972	-0.041	3.229E-01	Transcribed locus
PSPH	0.906	-0.142	3.231E-01	
LMAN2	0.845	-0.242	3.233E-01	Lectin, mannose-binding 2
SCAF1	0.96	-0.059	3.233E-01	
5730453I16RIK	1.094	0.13	3.236E-01	
SPINK3	0.968	-0.048	3.236E-01	Transcribed locus, weakly similar to XP_001102888.1 serine peptidase inhibitor, Kazal type 1 [Macac
EG432987	0.973	-0.039	3.236E-01	
LPIN2	0.94	-0.089	3.236E-01	Transcribed locus
1810030O07RIK	0.937	-0.094	3.239E-01	
CPSF3L	0.937	-0.094	3.241E-01	Cleavage and polyadenylation specific factor 3-like
TLK2	0.947	-0.078	3.241E-01	Tousled-like kinase 2 (Arabidopsis)
RABL4	0.933	-0.101	3.241E-01	
NDUFA4	1.252	0.324	3.243E-01	
LOC100044179	1.024	0.035	3.243E-01	
CLTA	0.929	-0.107	3.244E-01	
2610109H07RIK	0.944	-0.083	3.246E-01	
1110007L15RIK	1.097	0.133	3.250E-01	
FCHSD1	0.897	-0.157	3.251E-01	FCH and double SH3 domains 1
CEACAM1	0.911	-0.135	3.251E-01	CEA-related cell adhesion molecule 1
OLFR116	0.968	-0.047	3.251E-01	Olfactory receptor 116
LOC382133	1.205	0.269	3.254E-01	
DSN1	1.048	0.067	3.257E-01	Transcribed locus
OLFR1098	0.983	-0.025	3.257E-01	Transcribed locus, weakly similar to XP_001095502.1 similar to Olfactory receptor 8H3 [Macaca mulat
KANK1	0.977	-0.033	3.259E-01	Ankyrin repeat domain 15
EMR4	1.264	0.338	3.260E-01	EGF-like module containing, mucin-like, hormone receptor-like sequence 4
KRT80	0.965	-0.052	3.260E-01	
SRI	1.096	0.132	3.264E-01	Sorcin
ANKRD34A	0.959	-0.06	3.264E-01	Expressed sequence AW060394
SULT1E1	0.977	-0.033	3.271E-01	Sulfotransferase family 1E, member 1
MEMO1	1.134	0.181	3.271E-01	
LOC100048703	0.974	-0.038	3.271E-01	
WWP1	1.141	0.191	3.272E-01	Transcribed locus
CDS1	0.844	-0.245	3.274E-01	CDP-diacylglycerol synthase 1
TBC1D20	1.104	0.143	3.274E-01	TBC1 domain family, member 20
ZFP768	0.905	-0.145	3.274E-01	Zinc finger protein 768
SETD1B	0.927	-0.11	3.275E-01	
BC027344	0.976	-0.034	3.275E-01	
ECHDC1	0.844	-0.245	3.275E-01	Transcribed locus
PXT1	1.024	0.034	3.275E-01	Peroxisomal, testis specific 1
AMFR	0.895	-0.159	3.275E-01	Autocrine motility factor receptor
MYB	1.353	0.436	3.279E-01	
EFCAB1	1.088	0.122	3.281E-01	EF hand calcium binding domain 1
BC022687	0.96	-0.06	3.281E-01	CDNA sequence BC022687
MYCS	0.975	-0.037	3.281E-01	Myc-like oncogene, s-myc protein
FMO2	1.031	0.044	3.281E-01	Flavin containing monooxygenase 2
TLX2	1.022	0.031	3.281E-01	
EXT2	0.923	-0.116	3.281E-01	
TREM3	1.104	0.143	3.281E-01	Triggering receptor expressed on myeloid cells 3
UFM1	0.962	-0.056	3.284E-01	Ubiquitin-fold modifier 1
PILRA	1.111	0.152	3.288E-01	Paired immunoglobin-like type 2 receptor alpha
DERA	1.028	0.04	3.290E-01	
GRINA	1.193	0.254	3.293E-01	Transcribed locus
LOC100046255	1.018	0.026	3.298E-01	
EGF	1.051	0.072	3.301E-01	Epidermal growth factor
B430203M17RIK	0.961	-0.058	3.301E-01	
ADAM22	1.046	0.065	3.301E-01	A disintegrin and metallopeptidase domain 22
4930599N23Rik	0.962	-0.056	3.308E-01	
HIST1H2BG	0.956	-0.064	3.308E-01	Histone cluster 1, H2bg
SEC24C	0.839	-0.253	3.308E-01	SEC24 related gene family, member C (S. cerevisiae)
P2RY10	0.956	-0.064	3.308E-01	Purinergic receptor P2Y, G-protein coupled 10
CDKL1	0.933	-0.1	3.308E-01	Cyclin-dependent kinase-like 1 (CDC2-related kinase)
PIGYL	0.909	-0.138	3.308E-01	
OLFR823	0.982	-0.026	3.308E-01	Olfactory receptor 823
4833427G06RIK	1.023	0.033	3.308E-01	Transcribed locus
2410066E13RIK	1.021	0.03	3.308E-01	
ANAPC1	0.917	-0.125	3.308E-01	Anaphase promoting complex subunit 1
GLDC	1.031	0.044	3.309E-01	Glycine decarboxylase
PLA2G3	1.02	0.028	3.309E-01	
DCXR	1.16	0.214	3.310E-01	
1700021C14RIK	0.922	-0.117	3.315E-01	
F7	0.971	-0.043	3.315E-01	Coagulation factor VII
P4HA3	0.964	-0.053	3.319E-01	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III
FERMT2	1.026	0.038	3.320E-01	Pleckstrin homology domain containing, family C (with FERM domain) member 1
A930041I02RIK	0.925	-0.113	3.320E-01	
ATP1B1	1.663	0.734	3.320E-01	ATPase, Na+/K+ transporting, beta 1 polypeptide
SENP1	0.966	-0.05	3.321E-01	Transcribed locus
NEK3	0.928	-0.107	3.321E-01	NIMA (never in mitosis gene a)-related expressed kinase 3
CNTNAP4	0.98	-0.03	3.321E-01	Contactin associated protein-like 4
COL4A2	0.969	-0.046	3.321E-01	Collagen, type IV, alpha 2
TFAM	0.932	-0.102	3.323E-01	Transcription factor A, mitochondrial
CD3E	1.047	0.066	3.323E-01	
RBP3	0.979	-0.031	3.325E-01	Retinol binding protein 3, interstitial
A430078G23RIK	0.95	-0.074	3.326E-01	RIKEN cDNA A430078G23 gene
D19WSU162E	0.857	-0.223	3.326E-01	
WDR8	0.936	-0.095	3.326E-01	
2810048G17RIK	0.912	-0.133	3.326E-01	
LRRC8	0.86	-0.218	3.331E-01	
CCNL1	1.142	0.191	3.332E-01	Transcribed locus, strongly similar to XP_516836.2 cyclin L1 isoform 6 [Pan troglodytes]
COPA	0.894	-0.162	3.333E-01	Coatomer protein complex subunit alpha
COX7B	1.085	0.118	3.333E-01	
CEP68	0.971	-0.042	3.335E-01	Centrosomal protein 68
GAL3ST4	0.834	-0.262	3.335E-01	Galactose-3-O-sulfotransferase 4
DNAJC2	1.102	0.14	3.335E-01	Transcribed locus, strongly similar to XP_001087228.1 similar to DnaJ (Hsp40) homolog, subfamily C,
LOC100044873	0.967	-0.049	3.335E-01	
EVL	0.85	-0.235	3.335E-01	
EEF1B2	1.123	0.168	3.335E-01	Transcribed locus, moderately similar to XP_001097290.1 eukaryotic translation elongation factor 1
KLB	0.968	-0.048	3.336E-01	Klotho beta
THAP4	0.88	-0.184	3.336E-01	THAP domain containing 4
SLC7A2	0.975	-0.036	3.336E-01	Transcribed locus
LOC100047261	1.128	0.174	3.336E-01	
LXN	0.934	-0.098	3.337E-01	Latexin
B230373P09RIK	1.032	0.045	3.344E-01	
CAMK1G	0.968	-0.047	3.356E-01	Calcium/calmodulin-dependent protein kinase I gamma
RPS13	1.12	0.163	3.357E-01	Predicted gene, EG628061
UPF2	0.923	-0.115	3.357E-01	UPF2 regulator of nonsense transcripts homolog (yeast)
RP1H	0.974	-0.039	3.357E-01	
SPIB	1.105	0.144	3.357E-01	Spi-B transcription factor (Spi-1/PU.1 related)
ALX4	1.065	0.091	3.358E-01	Aristaless 4
LMBRD2	1.02	0.029	3.358E-01	LMBR1 domain containing 2
CCDC38	1.093	0.128	3.358E-01	Coiled-coil domain containing 38
UQCRH	1.133	0.18	3.358E-01	
PRL	1.021	0.03	3.360E-01	
PFDN1	0.962	-0.056	3.360E-01	Transcribed locus
1520401A03RIK	1.118	0.161	3.360E-01	
SHH	1.081	0.113	3.365E-01	Transcribed locus
BRE	1.206	0.271	3.365E-01	Brain and reproductive organ-expressed protein
FJX1	1.02	0.029	3.367E-01	Four jointed box 1 (Drosophila)
AKNA	0.822	-0.282	3.367E-01	AT-hook transcription factor
AA467197	1.059	0.083	3.368E-01	Transcribed locus
TAAR7A	1.043	0.061	3.368E-01	Trace amine-associated receptor 7A
EG329541	0.946	-0.08	3.370E-01	
TBX3	1.069	0.096	3.370E-01	T-box 3
OLFR512	1.024	0.035	3.375E-01	Olfactory receptor 512
TMEM106A	1.069	0.096	3.376E-01	Transmembrane protein 106A
ARL6IP5	0.881	-0.182	3.380E-01	ADP-ribosylation factor-like 6 interacting protein 5
PSMC3IP	0.937	-0.093	3.382E-01	
9630050M13RIK	0.898	-0.155	3.382E-01	
SDK1	1.133	0.18	3.382E-01	Sidekick homolog 1 (chicken)
EPB4.1L1	1.228	0.296	3.382E-01	Erythrocyte protein band 4.1-like 1
CLEC12A	1.024	0.034	3.382E-01	Transcribed locus
MID1	1.457	0.543	3.382E-01	Midline 1
CNOT6L	1.21	0.274	3.382E-01	
AU021838	0.84	-0.251	3.383E-01	
LIM2	0.967	-0.048	3.388E-01	
CHRNA7	0.953	-0.069	3.390E-01	
DGCR8	1.126	0.172	3.392E-01	
SKIV2L2	0.857	-0.223	3.392E-01	
CABP4	0.933	-0.1	3.394E-01	
POLB	0.939	-0.091	3.394E-01	
RAN	1.122	0.167	3.394E-01	RAN, member RAS oncogene family
RRM2B	1.095	0.131	3.396E-01	Ribonucleotide reductase M2 B (TP53 inducible)
NUP153	1.07	0.098	3.396E-01	Nucleoporin 153
OLFR419	0.975	-0.037	3.396E-01	Olfactory receptor 419
WDR9	0.932	-0.101	3.396E-01	
DYRK4	0.889	-0.17	3.397E-01	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
TRAFD1	1.174	0.232	3.401E-01	
A930016P21RIK	0.924	-0.114	3.402E-01	
AMY1	1.046	0.064	3.405E-01	Amylase 1, salivary
MRO	1.055	0.078	3.405E-01	Maestro
H2-Q2	1.023	0.033	3.413E-01	Histocompatibility 2, Q region locus 2
OTOP3	0.977	-0.034	3.413E-01	Otopetrin 3
RAD21	0.924	-0.114	3.413E-01	RAD21 homolog (S. pombe)
LOC100046608	1.038	0.054	3.415E-01	
NADK	1.111	0.152	3.415E-01	NAD kinase
SF3B2	0.905	-0.144	3.417E-01	Splicing factor 3b, subunit 2
ATXN1	0.838	-0.255	3.417E-01	Ataxin 1
LOC100046120	1.549	0.631	3.417E-01	
TUBA3B	0.836	-0.259	3.417E-01	Tubulin, alpha 3B
SLC44A1	1.062	0.086	3.417E-01	
TBC1D2B	0.906	-0.143	3.417E-01	TBC1 domain family, member 2B
1200016D23RIK	0.95	-0.074	3.417E-01	
CDT1	1.082	0.114	3.423E-01	
TNXB	0.96	-0.058	3.423E-01	Tenascin XB
SLC2A4	0.978	-0.033	3.423E-01	Solute carrier family 2 (facilitated glucose transporter), member 4
BC017647	0.908	-0.139	3.426E-01	
RASD1	1.025	0.035	3.426E-01	RAS, dexamethasone-induced 1
IGSF9B	0.93	-0.105	3.428E-01	Immunoglobulin superfamily, member 9B
CLK1	0.888	-0.171	3.428E-01	
A830007P12RIK	0.916	-0.126	3.428E-01	
SH3RF1	0.744	-0.426	3.428E-01	SH3 domain containing ring finger 1
SAA4	0.975	-0.037	3.430E-01	Serum amyloid A 4
CALM2	1.244	0.315	3.430E-01	
NRP2	1.078	0.108	3.432E-01	Neuropilin 2
RFC1	1.13	0.177	3.432E-01	Replication factor C (activator 1) 1
ADAMTS4	1.091	0.126	3.432E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4
GM962	1.055	0.077	3.432E-01	
NOPE	1.096	0.132	3.432E-01	
SP9	0.963	-0.054	3.435E-01	
TMPO	1.11	0.151	3.441E-01	Transcribed locus
IL5	0.934	-0.098	3.441E-01	Interleukin 5
0610037P05RIK	0.979	-0.03	3.442E-01	
4930511I11RIK	0.975	-0.037	3.443E-01	
CYBRD1	0.963	-0.054	3.443E-01	Cytochrome b reductase 1
CTSF	0.836	-0.259	3.443E-01	
PFKFB2	1.17	0.227	3.443E-01	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
OCIAD2	1.103	0.142	3.443E-01	OCIA domain containing 2
OLFR843	0.968	-0.047	3.443E-01	Olfactory receptor 843
MAPK8IP1	1.068	0.096	3.443E-01	Mitogen activated protein kinase 8 interacting protein 1
OLFR1265	0.975	-0.037	3.443E-01	Olfactory receptor 1265
2610021K21RIK	0.96	-0.058	3.448E-01	
ROR2	1.024	0.034	3.451E-01	Receptor tyrosine kinase-like orphan receptor 2
FNDC5	1.034	0.049	3.453E-01	Fibronectin type III domain containing 5
PSMD7	0.943	-0.084	3.453E-01	
LIMA1	0.912	-0.133	3.456E-01	LIM domain and actin binding 1
3110048E14RIK	1.088	0.122	3.462E-01	
ALOX8	1.033	0.046	3.466E-01	Arachidonate 8-lipoxygenase
GM885	1.136	0.185	3.466E-01	
SERPINA1B	1.028	0.04	3.466E-01	Serine (or cysteine) preptidase inhibitor, clade A, member 1b
HNRNPR	0.868	-0.204	3.466E-01	Transcribed locus, strongly similar to XP_001111802.1 heterogeneous nuclear ribonucleoprotein R [Ma
1810063B05RIK	0.935	-0.097	3.466E-01	
NOSTRIN	1.048	0.067	3.466E-01	Nitric oxide synthase trafficker
HAO1	1.078	0.109	3.466E-01	Hydroxyacid oxidase 1, liver
PSD2	1.025	0.035	3.466E-01	Pleckstrin and Sec7 domain containing 2
PGAM5	1.068	0.095	3.474E-01	Transcribed locus
BC046404	0.88	-0.185	3.474E-01	
LY6G6D	0.927	-0.109	3.474E-01	
ATF7IP	0.845	-0.243	3.474E-01	Activating transcription factor 7 interacting protein
GRM7	0.971	-0.042	3.474E-01	Glutamate receptor, metabotropic 7
L3MBTL2	0.913	-0.131	3.474E-01	L(3)mbt-like 2 (Drosophila)
OLFR898	1.144	0.194	3.477E-01	Olfactory receptor 898
DDX24	1.136	0.184	3.479E-01	
TAF5L	1.108	0.148	3.479E-01	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor
TAS2R118	0.967	-0.049	3.479E-01	Taste receptor, type 2, member 118
XLR5C	0.957	-0.063	3.479E-01	Transcribed locus, strongly similar to NP_001039004.1 lymphocyte-regulated 5D [Mus musculus]
TRAF3IP2	1.058	0.082	3.479E-01	Traf3 interacting protein 2
AI507495	1.04	0.056	3.480E-01	
PAFAH1B3	1.219	0.286	3.480E-01	Platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit
D630003M21RIK	0.918	-0.124	3.480E-01	RIKEN cDNA D630003M21 gene
ZFP36	1.186	0.246	3.480E-01	Zinc finger protein 36
GNB1L	0.954	-0.067	3.480E-01	Guanine nucleotide binding protein (G protein), beta polypeptide 1-like
SULF1	1.803	0.851	3.480E-01	Sulfatase 1
CXXC1	0.863	-0.213	3.480E-01	CXXC finger 1 (PHD domain)
DSTN	1.123	0.168	3.480E-01	Destrin
T2	1.083	0.114	3.480E-01	
NDUFA1	1.075	0.105	3.480E-01	
REEP4	0.911	-0.134	3.480E-01	Transcribed locus
CNR2	1.131	0.177	3.480E-01	Cannabinoid receptor 2 (macrophage)
TTC26	1.021	0.029	3.480E-01	
NUCKS1	1.226	0.294	3.480E-01	Nuclear casein kinase and cyclin-dependent kinase substrate 1
TPPP3	1.027	0.038	3.481E-01	Tubulin polymerization-promoting protein family member 3
PYCR2	0.929	-0.107	3.481E-01	
KLHL18	0.873	-0.196	3.487E-01	Kelch-like 18 (Drosophila)
OLFR1164	1.024	0.035	3.487E-01	Olfactory receptor 1164
PPP1R7	0.974	-0.037	3.488E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 7
IER3IP1	0.928	-0.108	3.488E-01	Haloacid dehalogenase-like hydrolase domain containing 2
RING1	0.822	-0.282	3.488E-01	
TREML2	0.9	-0.152	3.488E-01	Triggering receptor expressed on myeloid cells-like 2
ATF4	0.908	-0.14	3.488E-01	Activating transcription factor 4
SF3B5	0.855	-0.227	3.488E-01	
SBNO2	1.052	0.074	3.491E-01	Strawberry notch homolog 2 (Drosophila)
STT3A	0.892	-0.166	3.493E-01	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)
HBB-B2	1.673	0.742	3.493E-01	
ZFP775	0.975	-0.037	3.493E-01	Zinc finger protein 775
BC003993	1.142	0.192	3.493E-01	
OLFR1259	0.98	-0.03	3.493E-01	Olfactory receptor 1259
PAPSS2	1.026	0.037	3.493E-01	3'-phosphoadenosine 5'-phosphosulfate synthase 2
TRIM38	0.907	-0.14	3.497E-01	Tripartite motif-containing 38
ITGB4	1.028	0.039	3.501E-01	Integrin beta 4
FREQ	0.894	-0.162	3.501E-01	
ADRA1B	0.96	-0.058	3.501E-01	Adrenergic receptor, alpha 1b
DNAJB13	0.943	-0.084	3.502E-01	DnaJ (Hsp40) related, subfamily B, member 13
GAST	0.975	-0.036	3.504E-01	Gastrin
ATP4A	0.98	-0.029	3.504E-01	
GFRAL	1.035	0.049	3.504E-01	GDNF family receptor alpha like
PTEN	0.903	-0.147	3.507E-01	Phosphatase and tensin homolog
ANKRD37	0.848	-0.238	3.507E-01	
RPS27A	0.899	-0.154	3.507E-01	Transcribed locus, moderately similar to XP_001104764.1 similar to ubiquitin and ribosomal protein
POLM	0.95	-0.075	3.507E-01	Polymerase (DNA directed), mu
HSPA12B	0.968	-0.046	3.507E-01	Heat shock protein 12B
2410018M08Rik	0.922	-0.117	3.507E-01	
NAT2	1.092	0.127	3.507E-01	N-acetyltransferase 2 (arylamine N-acetyltransferase)
ARIH1	1.194	0.255	3.507E-01	
GATS	0.825	-0.277	3.507E-01	GATS, stromal antigen 3 opposite strand
TULP3	1.095	0.131	3.507E-01	Tubby-like protein 3
TSHZ3	1.056	0.078	3.512E-01	Teashirt zinc finger family member 3
CISH	1.069	0.097	3.528E-01	Cytokine inducible SH2-containing protein
BCL3	1.041	0.058	3.528E-01	Transcribed locus
MAPKBP1	1.047	0.066	3.528E-01	Mitogen activated protein kinase binding protein 1
TESC	0.968	-0.047	3.528E-01	Tescalcin
SYT1	0.966	-0.05	3.528E-01	Synaptotagmin I
SNIP1	0.871	-0.199	3.529E-01	
OLFR1499	0.979	-0.031	3.534E-01	Olfactory receptor 1499
CD300LG	1.174	0.232	3.535E-01	CD300 antigen like family member G
TNNT3	1.032	0.045	3.535E-01	
SLC4A9	0.979	-0.031	3.541E-01	
CD81	1.051	0.072	3.541E-01	Transcribed locus
OLFR190	0.956	-0.065	3.541E-01	Olfactory receptor 190
1200014J11RIK	0.926	-0.111	3.547E-01	
SSBP3	0.88	-0.184	3.547E-01	Single-stranded DNA binding protein 3
ANKRD6	1.133	0.18	3.550E-01	Ankyrin repeat domain 6
3110070M22Rik	0.976	-0.035	3.551E-01	
SLC25A38	1.169	0.225	3.551E-01	
LOC100044159	0.874	-0.194	3.551E-01	
OLFR338	0.984	-0.024	3.551E-01	Olfactory receptor 338
RFWD3	0.894	-0.161	3.551E-01	Ring finger and WD repeat domain 3
GIPC2	0.961	-0.057	3.551E-01	GIPC PDZ domain containing family, member 2
2310006J04RIK	0.973	-0.039	3.553E-01	
2010110K16RIK	1.104	0.143	3.555E-01	
SLC11A2	1.095	0.131	3.556E-01	Transcribed locus
CLDN12	1.096	0.132	3.558E-01	Claudin 12
DDHD1	1.061	0.086	3.559E-01	DDHD domain containing 1
EG638695	1.395	0.48	3.559E-01	
TUBB4	1.079	0.11	3.559E-01	
KLKB1	1.063	0.089	3.560E-01	
ZC3H12D	1.076	0.105	3.560E-01	Zinc finger CCCH type containing 12D
DNM1L	0.928	-0.108	3.561E-01	Dynamin 1-like
MRPL40	0.921	-0.118	3.561E-01	Mitochondrial ribosomal protein L40
LOC380994	1.225	0.293	3.561E-01	
BC068281	0.891	-0.167	3.561E-01	CDNA sequence BC068281
FOXP3	0.915	-0.128	3.563E-01	Forkhead box P3
MRPL22	1.153	0.206	3.563E-01	Transcribed locus
2010316F05RIK	0.911	-0.134	3.563E-01	
GSTA3	1.064	0.089	3.565E-01	Transcribed locus, moderately similar to XP_001108008.1 glutathione S-transferase A1 [Macaca mulatt
ATP1B2	1.061	0.086	3.565E-01	Transcribed locus
LOC329575	1.242	0.313	3.567E-01	
ADAMTS3	1.021	0.03	3.575E-01	ADAM metallopeptidase with thrombospondin type 1 motif, 3
NR3C1	0.851	-0.232	3.578E-01	Nuclear receptor subfamily 3, group C, member 1
TAS2R102	0.975	-0.037	3.578E-01	Taste receptor, type 2, member 102
PEPD	0.922	-0.118	3.578E-01	Peptidase D
STAC	1.028	0.039	3.578E-01	Src homology three (SH3) and cysteine rich domain
XRCC6BP1	0.962	-0.056	3.578E-01	
C230078M08RIK	1.054	0.076	3.578E-01	
MYG1	0.931	-0.103	3.580E-01	Melanocyte proliferating gene 1
GCC2	0.842	-0.248	3.580E-01	GRIP and coiled-coil domain containing 2
A830059I20RIK	0.946	-0.079	3.580E-01	
KCNAB3	1.084	0.116	3.580E-01	Potassium voltage-gated channel, shaker-related subfamily, beta member 3
CTNNA3	1.034	0.048	3.580E-01	Catenin (cadherin associated protein), alpha 3
UGT2B1	0.973	-0.04	3.580E-01	UDP glucuronosyltransferase 2 family, polypeptide B1
LOC100048056	1.091	0.125	3.580E-01	
NFKBIL1	0.849	-0.235	3.580E-01	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1
OLFR1515	1.025	0.036	3.580E-01	
TTC4	0.929	-0.107	3.582E-01	Tetratricopeptide repeat domain 4
NDUFB4	0.891	-0.166	3.582E-01	
LOC100048841	0.934	-0.098	3.582E-01	
AIFM2	1.115	0.157	3.591E-01	Apoptosis-inducing factor, mitochondrion-associated 2
PPP2R3C	1.105	0.144	3.591E-01	Protein phosphatase 2, regulatory subunit B'', gamma
EAPA2	1.022	0.032	3.591E-01	
AZI2	0.847	-0.24	3.591E-01	Transcribed locus
RLTPR	0.968	-0.047	3.591E-01	Transcribed locus, strongly similar to XP_587484.3 similar to RGD, leucine-rich repeat, tropomoduli
ANKMY2	0.919	-0.122	3.591E-01	Transcribed locus
GREM1	0.941	-0.087	3.597E-01	
WFDC12	1.026	0.037	3.597E-01	
AIG1	1.029	0.041	3.597E-01	
SSXB10	0.971	-0.042	3.597E-01	Synovial sarcoma, X member B, breakpoint 10
V1RG8	0.977	-0.034	3.597E-01	
RPIA	1.163	0.218	3.597E-01	
DMWD	0.974	-0.038	3.597E-01	Transcribed locus
WDR46	0.944	-0.083	3.597E-01	WD repeat domain 46
ATP6AP2	0.951	-0.072	3.597E-01	ATPase, H+ transporting, lysosomal accessory protein 2
B230217C12RIK	0.981	-0.028	3.598E-01	RIKEN cDNA B230217C12 gene
OPRS1	0.9	-0.152	3.598E-01	
9130019O22RIK	1.025	0.035	3.598E-01	RIKEN cDNA 9130019O22 gene
RAB3IP	0.909	-0.138	3.598E-01	RAB3A interacting protein
PROKR1	1.033	0.047	3.598E-01	Prokineticin receptor 1
RNF208	1.042	0.059	3.598E-01	Ring finger protein 208
OLFR153	0.97	-0.043	3.598E-01	Olfactory receptor 153
SERINC5	0.897	-0.158	3.598E-01	Serine incorporator 5
MRGPRA2	1.241	0.311	3.598E-01	
GRSF1	1.053	0.074	3.598E-01	G-rich RNA sequence binding factor 1
TDRD12	0.974	-0.038	3.599E-01	RIKEN cDNA 2410004F06 gene
HMGN2	1.088	0.122	3.599E-01	Predicted gene, EG666103
NNAT	0.972	-0.04	3.599E-01	
PKIA	1.111	0.152	3.602E-01	Protein kinase inhibitor, alpha
ANAPC7	1.146	0.197	3.603E-01	Anaphase promoting complex subunit 7
LOC654494	1.102	0.14	3.603E-01	
BTLA	1.04	0.057	3.604E-01	B and T lymphocyte associated
SVOPL	1.066	0.092	3.610E-01	Transcribed locus
OLFR1126	0.97	-0.044	3.611E-01	Olfactory receptor 1126
GATM	1.076	0.106	3.612E-01	
TMEM164	0.975	-0.037	3.613E-01	Transmembrane protein 164
NME7	1.461	0.547	3.617E-01	Non-metastatic cells 7, protein expressed in
MAST2	0.923	-0.116	3.617E-01	Microtubule associated serine/threonine kinase 2
2310079N02RIK	0.919	-0.121	3.617E-01	
TNPO2	1.034	0.048	3.617E-01	Transcribed locus
ZBP1	1.083	0.114	3.619E-01	
